-721.8981	-428.88443	-301.3499	-332.6944	-147.7024	32.319016	50.810562	-76.9513	-91.8405	69.0018	202.77237	164.20084	38.49034	-37.577087	-36.40126	-9.374611	3.6205225	2.0589793	-1.7081804	-8.367078	-9.526092	-1.693779	4.7364078	3.4974046	-0.4941898	-5.6331267	-0.04879956	21.556396	-30.724508	-10.065692	10.857839	0.993725	0.9914879	2.5932655	2.5292392	1.2297639	-0.70303535	-1.3640265	-1.47915	-2.1878285	-2.6612053	-1.7376394	1.706288	5.61145	6.3461175	2.6246145	-2.487041	-4.3868895	-3.0801463	-0.56674176	1.2508832	0.7430298	0.20083138	0.22201154	0.15538703	-0.103987	-0.4761425	-1.1922153	-4.881215	-6.744792	12.931438	30.845652	-8.292286	-33.663433	-6.472199	11.711672	7.306489	0.99565405	-0.48978743	0.22512811	0.7284422	0.6542451	0.12663895	-0.09455992	0.040752232	-0.053251147	-0.03288442	0.12730864	-0.043470927	-0.33909306	-0.48658976	-0.48392886	-0.42070946	-0.44009408	-0.34156698	0.03189614	0.39348468	0.53647715	0.44866124	0.1988565	-0.042474885	-0.23264033	-0.3033994	-0.10809665	0.09694807	0.009626275	-0.08340642	0.08132621	0.22231102	0.1294429	-0.011475048
-432.36618	-389.4911	-575.1568	-719.16547	-545.9005	-294.54224	-28.120018	14.4698105	-118.5757	-126.18748	58.513405	213.06659	178.6423	48.969315	-29.266903	-29.177738	-5.548956	3.6415982	3.3098576	1.9536259	-5.849184	-10.779849	-5.7051125	1.7516851	3.305181	-3.5993109	-0.722372	33.860783	-30.664742	-14.694896	13.594588	-1.0842377	-2.7135563	-0.050338358	1.9011745	2.761102	1.7193723	0.1855928	-1.2158352	-2.2684045	-2.6905804	-2.9133904	-1.488358	2.1733723	6.267035	6.5198507	1.8389462	-3.024344	-4.67354	-2.8236737	0.19701713	0.8936642	0.5953595	0.4342091	0.29336062	0.08209767	-0.40475205	-0.97999567	-4.97098	-8.706193	11.212506	35.207508	-6.0493813	-38.41353	-8.706362	13.449302	8.713598	1.1179395	-0.8571074	-0.089440376	0.5776843	0.6348986	0.08997117	-0.20729326	-0.011519153	0.0038834536	0.08951498	0.2927748	0.14321835	-0.12727663	-0.25011584	-0.2657067	-0.2838763	-0.46544302	-0.5732977	-0.3478367	0.032015882	0.3794077	0.52375144	0.38769287	0.16873978	-0.09195476	-0.33778405	-0.2464194	0.03482718	0.04115073	-0.060802456	0.07703217	0.23349577	0.15458804	0.0027780023
-164.94063	-86.283516	-261.92865	-532.3796	-609.9944	-641.2386	-428.33884	-118.196594	-43.928036	-162.71083	-149.18893	57.512817	216.38837	176.05093	48.346447	-21.76674	-19.648062	-3.4529514	-1.2837534	-1.2156218	0.6045395	-4.340923	-10.547611	-8.851242	-2.6835473	-6.291466	-5.626397	44.393955	-32.21728	-19.55791	19.950272	0.7073368	-4.081459	-2.5523875	-0.7985636	1.181103	2.239032	2.2333362	0.67787915	-1.4023912	-2.5454626	-3.2321715	-3.0658767	-1.4016193	2.9888468	7.1203856	6.0960946	1.0453001	-3.8986104	-4.75526	-1.9170235	0.17103004	0.82896006	0.8288293	0.5020323	0.3039943	-0.24121632	-0.7510993	-4.8706145	-10.459059	9.479447	39.73874	-3.9603817	-43.953983	-11.334768	15.370587	10.355974	1.3646067	-1.1551336	-0.36992756	0.42139468	0.5999978	0.05383698	-0.33518744	-0.13794732	-0.05515406	0.10289291	0.36844635	0.24876925	0.014859395	-0.061116114	-0.04271097	-0.04811718	-0.28943855	-0.5532011	-0.5483196	-0.3449848	0.034057256	0.38244733	0.44049263	0.36268508	0.14365178	-0.2524685	-0.34915692	-0.072981246	0.033017963	-0.034587797	0.088152975	0.24728791	0.17643955	0.017187804
-187.00266	-173.584	-312.62106	-428.69946	-354.25504	-468.50595	-592.16174	-451.41235	-166.51096	-94.815186	-191.46185	-141.9574	82.11104	224.65671	167.5481	48.365444	-4.248871	-1.0008454	4.274172	-4.254113	-7.665934	-2.815206	-3.5451949	-8.624459	-8.787411	-12.708644	-13.284736	54.464924	-37.198242	-27.874971	25.85537	3.7633686	-2.9125075	-2.2388632	-1.743736	-0.80317104	0.5233219	2.2278833	2.246068	0.5874064	-1.2749172	-2.927473	-3.4537299	-3.4360054	-0.98722875	4.2655487	7.542589	5.716902	-0.35586607	-4.780251	-4.1749225	-1.64681	0.4187955	1.1896088	0.86938167	0.54960763	0.026247807	-0.5118812	-4.827103	-12.127174	8.012273	45.00698	-1.6705011	-50.259014	-14.457731	17.29248	12.008863	1.5468726	-1.4893982	-0.6377552	0.2773879	0.55253255	0.0054319035	-0.44958052	-0.24866256	-0.13973233	0.04443009	0.34882194	0.26381716	0.088207096	0.06258288	0.10802913	0.14857861	-0.05992823	-0.34909344	-0.48467505	-0.53773224	-0.32367635	0.07336543	0.28357175	0.41379118	0.3845889	-0.04573868	-0.35453963	-0.18451072	-0.021682499	-0.025467984	0.110119805	0.26957184	0.19796719	0.030729314
-130.38544	-141.49423	-232.36945	-411.76782	-335.17764	-287.52203	-405.03046	-552.73413	-446.2692	-204.40215	-153.21863	-214.3764	-113.35841	117.644585	224.52087	150.597	52.909523	22.636358	26.623089	18.604946	-1.8577932	-10.036473	-6.4830694	-4.8540807	-6.522606	-16.399899	-21.07	66.84857	-43.568054	-38.404594	29.695948	4.424427	-3.184951	-1.7953953	-1.1152446	-0.9160749	-0.6501771	0.96639377	1.9352372	1.7673638	0.76345974	-1.5454063	-3.015108	-3.9962661	-3.5668795	0.0816828	5.333294	8.212596	4.5889406	-1.9879107	-5.09669	-4.1101694	-1.0246089	1.1198292	1.3359082	0.8875245	0.37607902	-0.1072086	-4.880861	-14.122148	6.5696387	51.222816	1.181318	-56.96396	-17.714878	19.467201	13.759816	1.6182101	-1.9638474	-0.9782549	0.117836505	0.49627778	-0.08071939	-0.604883	-0.35995033	-0.19642541	-0.006300118	0.28157505	0.1938526	0.09080158	0.13464224	0.19274974	0.26033926	0.10020457	-0.122174054	-0.24501531	-0.4756857	-0.5092007	-0.23390241	-0.02784841	0.24611726	0.49784836	0.20799041	-0.23601736	-0.23959337	-0.1019515	-0.04842137	0.13016488	0.3017149	0.22358283	0.044066466
-603.53467	-559.38116	-579.4607	-579.4978	-434.05765	-301.3892	-235.86755	-368.98383	-528.2344	-444.6185	-257.7641	-228.41809	-236.59952	-77.88056	141.36494	198.85025	117.37751	52.303104	47.960297	52.153397	32.08696	4.6515093	-9.48353	-9.86549	-6.3755703	-18.76722	-27.91145	82.16278	-49.795307	-47.274605	35.334293	5.20974	-4.676586	-3.133143	-1.822569	-1.059756	-0.8018989	0.5504006	1.1906153	1.4235041	1.8730154	0.32624292	-1.5996752	-3.5376573	-4.495075	-3.1386685	1.1492625	7.04179	8.203973	2.9152021	-3.3349478	-5.9100842	-3.402186	0.13450444	1.5707353	1.3706495	0.81039125	0.49823308	-4.785263	-16.456854	4.883674	58.100395	4.3468494	-64.066986	-20.854233	22.258055	15.97511	1.8440644	-2.4456606	-1.3565692	-0.048873488	0.4726549	-0.15167612	-0.80000746	-0.52397907	-0.2634207	-0.025102114	0.22948934	0.0837767	0.031509493	0.15605444	0.2299936	0.31139243	0.17007007	0.016442256	0.009612987	-0.2510237	-0.46782005	-0.3718073	-0.32522988	-0.088278525	0.39164072	0.37877133	-0.03816052	-0.19557093	-0.16240019	-0.09907353	0.13445187	0.33846518	0.2563455	0.059508577
-226.44424	-308.94168	-523.45306	-716.38055	-664.64343	-560.2555	-367.41022	-244.46735	-352.61493	-499.38928	-444.57007	-320.16034	-295.1537	-234.0413	-31.884829	146.46751	152.2782	78.7063	54.79073	69.064606	66.25378	40.049915	10.446495	-7.0665703	-10.065034	-26.297295	-36.69552	96.40865	-59.59254	-56.32026	42.874634	8.395525	-4.175444	-3.441247	-2.9282684	-2.469377	-2.0029213	0.04177323	0.95873713	1.0022587	1.9984239	1.4806255	0.08458054	-2.2116013	-4.1103435	-4.6498346	-2.797618	3.1503808	8.479589	7.592658	1.0467892	-5.543267	-5.7668195	-1.8866029	1.0558766	1.7677665	1.4002354	1.216011	-4.552501	-18.931175	3.193026	65.58535	7.3554945	-72.01761	-24.180632	25.507784	18.706144	2.3989553	-2.7587197	-1.6649721	-0.1868591	0.5096331	-0.13220546	-0.9405513	-0.69871	-0.3662259	-0.04551517	0.20619747	-0.01777848	-0.05340105	0.13372283	0.22048725	0.32499754	0.18648934	0.056901466	0.1782705	-0.011118561	-0.2917539	-0.30125132	-0.44675836	-0.42318258	0.095738225	0.35818446	0.13029218	-0.0660083	-0.15921625	-0.15004826	0.11953051	0.37089968	0.29541713	0.07959346
-199.33777	-248.02432	-367.52643	-525.45264	-532.771	-581.49817	-580.87463	-419.30862	-275.57123	-339.17096	-456.80463	-439.48944	-371.29303	-322.2707	-187.89316	22.778254	135.12738	100.96028	58.407944	71.579605	87.265785	73.17876	43.36447	15.672475	-1.2316687	-31.665083	-44.310616	108.01715	-75.13681	-69.55076	47.65158	10.536823	-3.1040993	-1.7208357	-1.8013372	-2.7202759	-3.5626657	-1.6551003	-0.105174094	0.4673589	1.9509602	2.096598	1.3532892	-0.68480116	-2.8928442	-4.505867	-5.1049566	-1.409066	5.3095818	9.636428	6.4013715	-2.3612113	-6.724065	-4.4293528	-0.49526763	1.5991492	2.0635974	2.1327922	-4.366731	-21.681969	1.786381	73.99819	10.166206	-80.983215	-28.012596	28.763937	21.597626	3.1160445	-2.9316952	-1.8872924	-0.30998248	0.5551326	-0.052851945	-0.9831279	-0.7971796	-0.4513218	-0.07276683	0.19610104	-0.092250854	-0.12466311	0.09279237	0.16679394	0.30474934	0.17973982	0.03719458	0.2513269	0.15914813	-0.11214947	-0.11857043	-0.35630816	-0.59097016	-0.24138595	0.14120375	0.15837355	0.07241106	-0.08563295	-0.16617942	0.09921987	0.3942374	0.3365469	0.10513409
-35.628277	-93.70317	-237.07135	-444.50146	-456.43823	-430.2013	-494.84903	-559.3703	-453.05142	-317.7564	-342.92508	-438.77176	-457.5526	-412.09595	-307.73273	-116.73242	60.744	98.96643	60.274372	64.685524	99.62884	106.96044	78.758675	45.66029	21.293526	-24.18671	-40.846035	122.89359	-90.34307	-84.50904	49.40494	9.166944	-5.3393564	-1.6082408	-0.004136935	-0.78045285	-2.9774668	-2.6750352	-1.9615322	-1.1291845	1.3429079	2.4805326	2.352956	0.6308924	-1.4773184	-3.3858914	-5.5088215	-4.6409054	0.46697056	7.953128	10.158335	2.8057857	-5.055032	-6.376498	-2.9450893	0.4522001	2.400231	3.3013172	-4.1501203	-24.879255	0.66486573	83.44118	12.914963	-90.66495	-32.202282	31.889841	24.385197	3.7541473	-3.1039948	-2.0745828	-0.44517285	0.5456605	-0.017755348	-1.0084596	-0.82233375	-0.47113383	-0.07661585	0.19677082	-0.13692561	-0.15573362	0.065192565	0.08403595	0.2514189	0.16238964	-0.009897105	0.25602508	0.2531511	0.0050243177	0.04988185	-0.15028799	-0.5387575	-0.4500652	-0.15990803	0.010491041	0.122162424	0.011996338	-0.13247661	0.09780966	0.4148104	0.3766746	0.13472146
-160.6675	-221.58339	-247.10684	-346.044	-379.13782	-366.01892	-336.6232	-431.38034	-543.6903	-481.5939	-360.71765	-369.69232	-468.23703	-507.89996	-436.3781	-261.35895	-56.108116	49.13135	39.118813	34.157616	83.816246	129.37329	121.95055	83.678665	48.039272	-8.632587	-26.766762	144.24635	-99.645	-96.38767	53.006058	8.120156	-9.3678665	-4.481817	-0.8796454	0.18745902	-1.1958563	-1.5173825	-2.504596	-3.073169	-0.4777392	1.9932404	3.2190974	1.9488425	-0.13737875	-1.9840868	-4.6246376	-5.890913	-3.8255243	3.6747406	10.548638	7.674145	-0.7413372	-6.276923	-5.557877	-1.7940924	1.9468832	4.400817	-3.859703	-28.383047	-0.05299817	93.73764	15.50953	-100.73453	-36.39514	35.089542	27.138214	4.2689543	-3.3474338	-2.255597	-0.5723115	0.50157344	-0.061939172	-1.1046549	-0.85102636	-0.44618794	-0.048859958	0.20445922	-0.16159755	-0.13741095	0.08146214	-0.0007261635	0.1713581	0.14031075	-0.06158243	0.21585146	0.28849366	0.06493914	0.14511949	0.04067407	-0.3458587	-0.4516687	-0.38935775	-0.24425922	0.031049153	0.057709634	-0.07332207	0.13050367	0.44835454	0.4195909	0.1671806
